tombamento;descricao;dataBaixa;vidaUtil;valorBruto;depreciacao;valorLiquido
6784;BALANÇA COMERCIAL ELETRÔNICA;;0;202,5;0;20,19
12277;TRENA A LASER;;28;1728;11,38;558,78
13348;BALANÇA COMERCIAL ELETRÔNICA;;39;930;5,81;346,5
18898;TERMOGRAFO TERMOVISOR COMPACTO;;79;4895;24,47;2422,97
18901;WATTIMETRO DIGITAL PORTÁTIL;;79;1010;5,05;499,95
20934;BALANÇA COMERCIAL ELETRÔNICA;;104;1082,1;4,81;716,54
35408;CALIBRADOR DE PNEUS;;165;298;1,49;275,65
35409;CALIBRADOR DE PNEUS;;165;298;1,49;275,65
35686;APARELHO GPS - OREGON 700;;165;1790;8,95;1655,75
35687;APARELHO GPS - OREGON 700;;165;1790;8,95;1655,75
35688;APARELHO GPS - OREGON 700;;165;1790;8,95;1655,75
35689;APARELHO GPS - OREGON 700;;165;1790;8,95;1655,75
202416;LUXÍMETRO DIGITAL;;51;286,4;1,69;120,23
202463;DECIBELÍMETRO DIGITAL;;51;229,62;1,35;96,16
5317;APARELHO TELEFONICO KS COM TECLADO;;0;33,6;0;33,6
5637;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5638;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5639;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5640;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5641;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5642;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5643;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5645;APARELHO TELEFONICO KS COM TECLADO;;0;72;0;72
5985;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5986;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5991;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5992;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5993;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5994;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5995;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5996;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5997;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
5999;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6001;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6002;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6003;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6004;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6005;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6006;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6008;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6009;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6010;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6011;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6013;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6015;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6017;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6018;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6019;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6021;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6022;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6023;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6024;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6026;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6027;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6028;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6029;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6030;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
6034;APARELHO TELEFONICO KS COM TECLADO;;0;52,8;0;52,8
7659;APARELHO TELEFONICO KS COM TECLADO;;0;62;0;62
8139;APARELHO TELEFONICO KS COM TECLADO;;0;170,71;0;34,14
8579;APARELHO TELEFONICO SIMPLES COM TECLADO;;0;12,74;0;2,55
8589;APARELHO TELEFONICO SIMPLES COM TECLADO;;0;12,74;0;2,55
8660;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8661;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8663;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8664;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8665;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8666;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
8667;APARELHO TELEFONICO KS COM TECLADO;;0;436,8;0;87,36
9350;APARELHO TELEFONICO SIMPLES COM TECLADO;;0;11,78;0;2,39
9700;APARELHO TELEFONICO KS COM TECLADO;;0;335,45;0;67,13
10155;APARELHO TELEFONICO KS COM TECLADO;;0;529,66;0;106,01
10158;APARELHO TELEFONICO KS COM TECLADO;;0;529,66;0;106,01
10159;APARELHO TELEFONICO KS COM TECLADO;;0;529,66;0;106,01
10229;APARELHO TELEFONICO KS COM TECLADO;;0;495,43;0;99,04
10230;APARELHO TELEFONICO KS COM TECLADO;;0;495,43;0;99,04
10231;APARELHO TELEFONICO KS COM TECLADO;;0;495,43;0;99,04
10460;APARELHO TELEFONICO KS COM TECLADO;;0;515,79;0;103,16
10461;APARELHO TELEFONICO KS COM TECLADO;;0;515,79;0;103,16
10462;APARELHO TELEFONICO KS COM TECLADO;;0;515,79;0;103,16
10578;APARELHO TELEFONICO SIMPLES COM TECLADO;;0;18,99;0;4,19
10583;APARELHO TELEFONICO SIMPLES COM TECLADO;;0;18,99;0;4,19
11073;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11074;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11076;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11077;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11078;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11079;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11080;FAC-SÍMILE ELETRÔNICO;;0;525,67;0;105,26
11106;APARELHO TELEFONICO KS COM TECLADO;;0;603,13;0;120,74
11615;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11616;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11617;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11618;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11619;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11621;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11622;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11623;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11624;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11625;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11626;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11628;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11629;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11630;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11631;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11632;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11633;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11634;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11635;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11638;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11639;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11640;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11641;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11642;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11643;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11644;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11645;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11647;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11648;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11649;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11651;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11652;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11653;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11654;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11656;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11657;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11658;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11659;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11660;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11662;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11663;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11665;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11666;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11668;APARELHO TELEFONICO KS COM TECLADO;;0;557,33;0;111,38
11816;APARELHO TELEFONICO SEM FIO;;0;255,13;0;51,01
11817;APARELHO TELEFONICO SEM FIO;;0;255,13;0;51,01
12377;APARELHO TELEFONICO KS COM TECLADO;;0;550,09;0;116,51
12378;APARELHO TELEFONICO KS COM TECLADO;;0;550,09;0;116,51
12379;APARELHO TELEFONICO KS COM TECLADO;;0;550,09;0;116,51
12380;APARELHO TELEFONICO KS COM TECLADO;;0;550,09;0;116,51
12382;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12383;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12386;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12387;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12388;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12389;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12391;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12392;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12394;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12395;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12396;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12397;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12398;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12399;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12400;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12401;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12402;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12403;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12404;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12405;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12406;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12407;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12408;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12410;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12411;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12412;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12413;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12414;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12415;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12416;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12417;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12418;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12419;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12421;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12422;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12423;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12424;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12425;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12426;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12427;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12428;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12429;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12430;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12432;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12433;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12434;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12435;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12436;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12437;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12438;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12439;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12440;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12441;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12442;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12443;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12444;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12445;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12446;APARELHO TELEFONICO KS COM TECLADO;;0;446,21;0;94,48
12588;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12589;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12590;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12591;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12592;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12593;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12594;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12595;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12596;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12597;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12598;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12599;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12600;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12601;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12602;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12603;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12604;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12605;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12606;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12607;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12608;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12609;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12610;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12611;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12613;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12614;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12615;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12616;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12617;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12618;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12619;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12620;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12621;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12622;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12623;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12624;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12625;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12626;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12627;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12628;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12629;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12630;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12631;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12632;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12633;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12634;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12635;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12636;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12637;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12638;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12639;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12640;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12641;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12642;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12643;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12644;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12645;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12646;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12647;APARELHO TELEFONICO KS COM TECLADO;;0;280,84;0;74,91
12648;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12649;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12650;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12651;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12652;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12653;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12654;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12655;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
12657;APARELHO TELEFONICO KS COM TECLADO;;0;558,28;0;149
13977;FAC-SÍMILE ELETRÔNICO;;0;577,59;0;152
14264;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14265;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14266;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14267;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14268;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14269;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14270;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14271;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14272;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14273;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14274;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14275;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14276;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14277;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14278;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14279;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14280;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14281;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14283;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14285;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14286;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14287;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14288;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14289;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14290;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14292;APARELHO TELEFONICO KS COM TECLADO;;0;478,49;0;121,65
14295;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14296;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14297;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14298;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14299;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14300;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14302;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14303;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14304;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14305;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14307;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14308;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14309;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14310;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14311;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14314;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14315;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14316;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14317;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14318;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14320;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14321;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14322;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
14323;APARELHO TELEFONICO KS COM TECLADO;;0;1106,05;0;281,2
18130;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18131;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18132;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18133;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18134;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18135;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18136;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18137;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18138;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18139;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18141;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18142;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18143;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18144;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18145;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18146;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18147;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18148;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18149;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18150;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18151;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18152;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18153;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18154;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18155;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18156;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18157;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18158;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18159;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18160;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18161;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18162;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18163;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18164;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18165;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18166;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18167;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18168;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18169;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18170;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18171;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18173;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18174;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18175;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18176;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18177;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18178;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18179;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
18180;APARELHO TELEFONICO KS COM TECLADO;;8;407,85;2,71;103,29
