id;descricao;estado;vidaUtil;valorResidual;valorAtual;depreciacao;depreAcumulada;valorAtual
22764;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22765;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22766;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22767;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22768;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22770;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22771;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22772;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22773;APARELHO TELEFONICO KS COM TECLADO;Bom;54;244;1220;8,13;536,71;683,29
22775;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22777;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22778;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22779;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22783;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22785;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22786;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22791;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22794;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22795;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22796;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22799;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22800;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22801;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22802;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22803;APARELHO TELEFONICO SIMPLES COM TECLADO;Bom;54;8,7;43,5;0,29;19,14;24,36
22804;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22805;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22806;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22807;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22808;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22809;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22810;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22811;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22812;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22813;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22814;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22815;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22816;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22817;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22818;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22819;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22820;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22821;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22822;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22823;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22824;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22825;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22826;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22827;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22828;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22829;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22830;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22831;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22832;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22833;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22834;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22835;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22836;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22837;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22838;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22839;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22840;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22841;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22842;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22843;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22844;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22845;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22846;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22847;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22848;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22849;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22850;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22851;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22852;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22853;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22854;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22855;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22856;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22857;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22858;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22859;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22860;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22861;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22862;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22863;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22864;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22865;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22866;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22867;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22868;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22869;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22870;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22871;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22872;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22873;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22874;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22875;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22876;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22877;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22878;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22879;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22880;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22881;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22882;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22883;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22884;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22885;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22886;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22887;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22888;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22889;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22890;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22891;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22892;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22893;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22894;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22895;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22896;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22897;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22898;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22899;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22900;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22901;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22902;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22903;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22904;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22905;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22906;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22907;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22908;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22909;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22910;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22911;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22912;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22913;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22914;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22915;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22916;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22917;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22918;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22919;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22920;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22921;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22922;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22923;APARELHO TELEFÔNICO KS COM TECLADO E SUP. P/ ACESSÓRIO;Bom;54;178,32;891,6;5,94;392,25;499,35
22925;MAQUINA PARA FAZER CAFE EXPRESSO;Bom;54;215;2150;16,12;1064,28;1085,72
22926;MAQUINA PARA FAZER CAFE EXPRESSO;Bom;54;215;2150;16,12;1064,28;1085,72
22927;MAQUINA PARA FAZER CAFE EXPRESSO;Bom;54;215;2150;16,12;1064,28;1085,72
22928;MAQUINA PARA FAZER CAFE EXPRESSO;Bom;54;215;2150;16,12;1064,28;1085,72
22929;MAQUINA PARA FAZER CAFE EXPRESSO;Bom;54;215;2150;16,12;1064,28;1085,72
22932;TORNEIRA ELETRÔNICA DE MESA, COM SENSOR E ACIONAMENTO ELÉTRICO (PILHA);Bom;54;105,63;1056,27;7,92;522,72;533,55
22935;ARMÁRIO EM MDF C ACABAMENTO EM LAMINADO TEXTURIZADO BRANCO (ENFERMAGEM);Bom;54;51,39;513,93;3,85;254,37;259,56
22949;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22950;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22952;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22953;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22954;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22955;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22959;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22961;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22962;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22963;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22964;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22967;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22970;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22971;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22972;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22973;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22974;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22975;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22978;UMIDIFICADOR E PURIFICADOR DE AMBIENTE;Bom;55;10,39;103,9;0,78;50,7;53,2
22979;TABLET WIFI;Bom;0;277,55;2775,5;0;2497,95;277,55
22980;UNIDADE DE WORKSTATION;Bom;0;33,67;336,7;0;303,03;33,67
22981;CIRCULADOR DE AR;Bom;55;12;120;0,9;58,5;61,5
22982;CIRCULADOR DE AR;Bom;55;12;120;0,9;58,5;61,5
22985;CIRCULADOR DE AR;Bom;55;12;120;0,9;58,5;61,5
22990;COFRE ELETRÔNICO COM DISPLAY DIGITAL;Bom;55;99,9;998,99;7,5;486,87;512,12
22991;COFRE ELETRÔNICO COM DISPLAY DIGITAL;Bom;55;99,9;998,99;7,5;486,87;512,12
22992;LIQUIDIFICADOR TIPO RESIDENCIAL;Bom;55;10,2;102;0,76;49,75;52,25
22995;LIQUIDIFICADOR TIPO RESIDENCIAL;Bom;55;10,2;102;0,76;49,75;52,25
22997;LIQUIDIFICADOR TIPO RESIDENCIAL;Bom;55;10,2;102;0,76;49,75;52,25
23001;GELADEIRA DUPLEX;Bom;55;209,2;2092;15,69;1019,85;1072,15
23002;GELADEIRA DUPLEX;Bom;55;209,2;2092;15,69;1019,85;1072,15
23004;FORNO ELÉTRICO;Bom;55;35,79;357,9;2,69;174,44;183,46
23007;FORNO ELÉTRICO;Bom;55;35,79;357,9;2,69;174,44;183,46
23009;ESCADA DE ALUMINIO 5 DEGRAUS;Bom;55;8,5;85;0,64;41,58;43,42
23010;ESCADA DE ALUMINIO 7 DEGRAUS;Bom;55;9;90;0,67;43,9;46,1
23013;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23014;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23015;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23016;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23019;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23020;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23023;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23025;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23026;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23027;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23028;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23029;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23030;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23031;POLTRONA GIRATÓRIA SEM BRAÇO;Bom;56;43;430;3,22;206,42;223,58
23032;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23033;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23034;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23035;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23036;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23037;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23038;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23039;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23040;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23041;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23042;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23043;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23044;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23045;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23046;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23047;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23048;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23049;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23050;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23051;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23052;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23053;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23054;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23055;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23056;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23057;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23058;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
23059;"MONITOR DE VÍDEO 23""";Bom;0;96,32;963,2;0;866,88;96,32
